requerimento,razao_social,cnpj,fase,data_cadastro,data_protocolo,data_equipe,processo,status,tipo_licenca,codigo_consema,descricao_consema,porte,potencial_poluidor,inscr_imob,x,y,endereco,cep,regional,data_licenca
31068,Moraes - EI,24650718000191,Documento Assinado Digitalmente,2021-09-15T12:02:26Z,17/09/2021 às 15:46,17/09/2021 às 15:49,CRT/16629,FCEI Cadastrado,Certidão de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,29.767,721365,7020526,"Rua Domingos Rampelotti, 6321 - São Roque",88317600,ITAJAI (INIS),2021-09-17
31067,Vieira Monteiro Ltda. e Filhos,48031726000118,FCEI cancelado,2021-09-15T11:58:15Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Declaração de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,29.767,721365,7020526,"Rua Domingos Rampelotti, 6321 - São Roque",88317600,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
31050,Pires Ltda. Ltda.,31609457000121,FCEI cancelado,2021-09-15T09:54:27Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Licença Ambiental de Operação,71.11.06,"Condomínios comerciais horizontais ou verticais localizados em municípios da Zona Costeira, assim definidos pela legislação específica, ou em municípios onde se observe pelo menos uma das seguintes condições: a) não possua Plano Diretor; b) não exista sistema de coleta e tratamento de esgoto na área objeto da atividade.",P,P,758541,723646.547,7018159.807,"Rua Maria de Souza Gonçalves, 370 - Itaipava",88316605,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
31046,Porto Castro e Filhos e Filhos,95371046000123,Documento Assinado Digitalmente,2021-09-15T08:55:16Z,20/09/2021 às 15:54,21/09/2021 às 13:31,CRT/16674,FCEI Cadastrado,Certidão de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,NA,732263.8,7021883.54,"rua samuel heusi, 463 - centro",88301320,ITAJAI (INIS),2021-09-21
31016,Castro e Filhos,28431597000148,Documento Assinado Digitalmente,2021-09-14T16:32:41Z,27/09/2021 às 15:48,27/09/2021 às 16:00,CRT/16871,FCEI Cadastrado,Certidão de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,214.052.06.0376.0001.000,733737.49,7019498.62,"AV OSVALDO REIS, 501 - Fazendinha",88306003,ITAJAI (INIS),2021-09-27
31015,Viana e Filhos,94753068000195,FCEI cancelado,2021-09-14T16:31:46Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Declaração de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,NA,732263.8,7021883.54,"rua samuel heusi, 463 - centro",88301320,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
31014,Aragão Ltda.,29765803000119,FCEI cancelado,2021-09-14T16:30:17Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Declaração de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,NA,718732.6800240286,7014030.810008656,"Rodovia Antônio Heil - Passarela KM 11+104, s/n - Itaipava",88316001,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
31007,da Mata - ME,75623094000154,Documento Assinado Digitalmente,2021-09-14T16:07:26Z,27/09/2021 às 16:46,27/09/2021 às 18:04,URB/16875,FCEI Cadastrado,Licença Ambiental de Operação,71.11.01,"CONDOMÍNIOS DE CASAS OU EDIFÍCIOS, ASSIM DEFINIDOS PELA LEGISLAÇÃO ESPECÍFICA, OU EM MUNICÍPIOS ONDE SE OBSERVE PELO MENOS UMA DAS SEGUINTES CONDIÇÕES: A) NÃO POSSUA PLANO DIRETOR; B) NÃO EXISTA SISTEMA DE COLETA E TRATAMENTO DE ESGOTO NA ÁREA OBJETO DA ATIVIDADE",G,M,221.055.01.0550,729856,7019277,"Rua José Gall, 1545 - Carvalho",88307102,ITAJAI (INIS),2021-11-24
30979,Sales - ME e Filhos,87510943000142,Documento Assinado Digitalmente,2021-09-14T14:00:29Z,14/09/2021 às 16:36,14/09/2021 às 18:18,CRT/16496,FCEI Cadastrado,Certidão de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,216.189.02.4200.0000.000,718111.83,7008091.96,"R RODOLPHO GIRARDI, 4474 - BRILHANTE II",88318331,ITAJAI (INIS),2021-09-16
30974,Viana - EI,67130492000100,Rejeitado(Aguardando Reenvio de Documento Digital),2021-09-14T13:24:27Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cadastrado,Declaração de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,NA,731682,7020169,"Rua Gaspar, 28 - São Judas",88303320,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
30971,Pires Ltda. Ltda.,73809562000154,FCEI cancelado,2021-09-14T12:53:21Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Declaração de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,005.178.01.0080.0000.000,731682,7020169,"AV. MINISTRO LUIZ GALLOTTI, 1014 - CIDADE NOVA",88308600,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
30960,Nascimento S.A.,85749362000132,Relatório de Monitoramento enviado,2021-09-14T11:25:24Z,20/09/2021 às 15:53,21/09/2021 às 13:29,DIV/16673,FCEI Cadastrado,Licença Ambiental Prévia com dispensa de Licença Ambiental de Instalação,47.84.00,"TERMINAL  RODOVIÁRIO  DE  CARGA  ONDE  SE  OBSERVE  PELO  MENOS  UMA  DAS  SEGUINTES CONDIÇÕES:A) NÃO POSSUA PLANO DIRETOR, DE ACORDO COM A LEI FEDERAL Nº 10.257, DE 10 DE JULHO DE 2001;B) NÃO EXISTA SISTEMA DE COLETA E TRATAMENTO DE ESGOTO NA ÁREA OBJETO DA ATIVIDADE.",G,M,216094010100,726312,7015752,"RUA BENJAMIN DAGNONI, 2800 - RIO DO MEIO",88316100,ITAJAI (INIS),2021-12-22
30915,Ferreira - EI,49513807000117,Cadastrado(Aguardando Documento Digital),2021-09-13T14:23:03Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cadastrado,Licença Ambiental de Instalação,71.11.01,"CONDOMÍNIOS DE CASAS OU EDIFÍCIOS, ASSIM DEFINIDOS PELA LEGISLAÇÃO ESPECÍFICA, OU EM MUNICÍPIOS ONDE SE OBSERVE PELO MENOS UMA DAS SEGUINTES CONDIÇÕES: A) NÃO POSSUA PLANO DIRETOR; B) NÃO EXISTA SISTEMA DE COLETA E TRATAMENTO DE ESGOTO NA ÁREA OBJETO DA ATIVIDADE",P,M,212086050620,730035,7023526,"Trav. Vitor Ribeiro da Luz, 231 - Barra do Rio",88305375,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
30911,Peixoto da Rosa - EI S.A.,16579034000112,Licença concedida,2021-09-13T11:59:10Z,15/09/2021 às 13:14,Sem Equipe Formada,DIV/16535,FCEI Cadastrado,Certidão de Conformidade Ambiental,47.84.00,"TERMINAL  RODOVIÁRIO  DE  CARGA  ONDE  SE  OBSERVE  PELO  MENOS  UMA  DAS  SEGUINTES CONDIÇÕES:A) NÃO POSSUA PLANO DIRETOR, DE ACORDO COM A LEI FEDERAL Nº 10.257, DE 10 DE JULHO DE 2001;B) NÃO EXISTA SISTEMA DE COLETA E TRATAMENTO DE ESGOTO NA ÁREA OBJETO DA ATIVIDADE.",-,M,NA,725901,7027479,"ROD BR 101, 1625 - SALSEIROS",88311600,ITAJAI (INIS),2021-09-15
30886,da Paz S.A.,94685023000120,Documento Assinado Digitalmente,2021-09-10T17:25:37Z,27/09/2021 às 15:45,27/09/2021 às 16:00,CRT/16870,FCEI Cadastrado,Certidão de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,003.215.04.1000,727475.1845,7023259.6445,"Rua Rosa Orsi Dalçóquio, 800 - Cordeiros",88311720,ITAJAI (INIS),2021-09-27
30885,Silva - EI,85196403000100,Licença concedida,2021-09-10T17:16:45Z,20/09/2021 às 19:10,Sem Equipe Formada,DIV/16681,FCEI Cadastrado,Certidão de Conformidade Ambiental,47.84.00,"TERMINAL  RODOVIÁRIO  DE  CARGA  ONDE  SE  OBSERVE  PELO  MENOS  UMA  DAS  SEGUINTES CONDIÇÕES:A) NÃO POSSUA PLANO DIRETOR, DE ACORDO COM A LEI FEDERAL Nº 10.257, DE 10 DE JULHO DE 2001;B) NÃO EXISTA SISTEMA DE COLETA E TRATAMENTO DE ESGOTO NA ÁREA OBJETO DA ATIVIDADE.",-,M,NA,730788.2,7024093.96,"Rua Arnoldo Lopes Gonzaga, 155 - BARRA DO RIO",88305570,ITAJAI (INIS),2021-09-20
30876,Jesus - ME,24719560000169,FCEI cancelado,2021-09-10T16:20:34Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Declaração de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,003.215.04.1000,727475.1845,7023259.6445,"Rua Rosa Orsi Dalçóquio, 800 - Cordeiros",88311720,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
30869,Porto Ltda.,39412850000132,Cadastrado(Aguardando Documento Digital),2021-09-10T14:29:59Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cadastrado,Declaração de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,003.215.04.1000,727475.1845,7023259.6445,"Rua Rosa Orsi Dalçóquio, 800 - Cordeiros",88311720,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
30856,Ramos Pires - EI - EI,98751364000108,FCEI cancelado,2021-09-10T10:54:38Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Declaração de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,CMC 330748,727650.72,7018060.564,"Rodovia Antônio Heil, 1001 - ITAIPAVA",88316001,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
30841,Teixeira - EI - EI,52687093000178,FCEI cancelado,2021-09-10T08:29:39Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Licença Ambiental de Operação de Correção,47.84.00,"TERMINAL  RODOVIÁRIO  DE  CARGA  ONDE  SE  OBSERVE  PELO  MENOS  UMA  DAS  SEGUINTES CONDIÇÕES:A) NÃO POSSUA PLANO DIRETOR, DE ACORDO COM A LEI FEDERAL Nº 10.257, DE 10 DE JULHO DE 2001;B) NÃO EXISTA SISTEMA DE COLETA E TRATAMENTO DE ESGOTO NA ÁREA OBJETO DA ATIVIDADE.",M,M,NA,727378.17,7022446.14,"Rua Francisco Reis, 1402 - CORDEIROS",88311710,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
30836,Porto Costa - EI - ME,56098743000109,Licença concedida,2021-09-09T21:46:43Z,30/09/2021 às 15:38,30/09/2021 às 15:50,AQU/17001,FCEI Cadastrado,Renovação AuA,03.31.04,SISTEMA I: UNIDADE DE PRODUCÃO DE PEIXES EM VIVEIROS,P,P,Não possui,726561.22,7012327.57,"Rua Benjamin Dagnoni, 468 - Rio do Meio",88316100,ITAJAI (INIS),2022-05-13
30831,Santos e Filhos,80364792000112,Licença concedida,2021-09-09T17:14:59Z,14/09/2021 às 13:33,Sem Equipe Formada,DIV/16485,FCEI Cadastrado,Certidão de Conformidade Ambiental,47.84.00,"TERMINAL  RODOVIÁRIO  DE  CARGA  ONDE  SE  OBSERVE  PELO  MENOS  UMA  DAS  SEGUINTES CONDIÇÕES:A) NÃO POSSUA PLANO DIRETOR, DE ACORDO COM A LEI FEDERAL Nº 10.257, DE 10 DE JULHO DE 2001;B) NÃO EXISTA SISTEMA DE COLETA E TRATAMENTO DE ESGOTO NA ÁREA OBJETO DA ATIVIDADE.",-,M,NA,727666.289,7023771.892,"Av Dr Reinaldo Schmithausen, 2469 - Cordeiros",88311481,ITAJAI (INIS),2021-09-14
30821,da Mota S.A. e Filhos,26104798000105,Documento Assinado Digitalmente,2021-09-09T14:55:57Z,13/09/2021 às 13:35,13/09/2021 às 13:58,CRT/16447,FCEI Cadastrado,Certidão de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,201.024.02.0328.0067.000,732634.0534573282,7022035.057594633,"RUA MANOEL VIEIRA GARÇÃO, 10 - CENTRO",88301425,ITAJAI (INIS),2021-09-16
30799,Castro S.A.,69083521000156,Documento Assinado Digitalmente,2021-09-09T11:04:30Z,13/09/2021 às 13:34,13/09/2021 às 13:57,CRT/16445,FCEI Cadastrado,Certidão de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,201.072.03.0184,731603.2349821856,7020944.487008759,"RUA BRUSQUE, 771 - CENTRO",88302001,ITAJAI (INIS),2021-09-16
30789,Nunes - EI,90471835000112,FCEI cancelado,2021-09-09T09:25:03Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Licença Ambiental de Operação de Correção,47.84.00,"TERMINAL  RODOVIÁRIO  DE  CARGA  ONDE  SE  OBSERVE  PELO  MENOS  UMA  DAS  SEGUINTES CONDIÇÕES:A) NÃO POSSUA PLANO DIRETOR, DE ACORDO COM A LEI FEDERAL Nº 10.257, DE 10 DE JULHO DE 2001;B) NÃO EXISTA SISTEMA DE COLETA E TRATAMENTO DE ESGOTO NA ÁREA OBJETO DA ATIVIDADE.",M,M,NA,727378.17,7022446.14,"Rua Francisco Reis, 1402 - CORDEIROS",88311710,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
30788,Duarte da Conceição - ME - ME,08649735000152,FCEI cancelado,2021-09-09T09:12:16Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Licença Ambiental de Operação de Correção,47.84.00,"TERMINAL  RODOVIÁRIO  DE  CARGA  ONDE  SE  OBSERVE  PELO  MENOS  UMA  DAS  SEGUINTES CONDIÇÕES:A) NÃO POSSUA PLANO DIRETOR, DE ACORDO COM A LEI FEDERAL Nº 10.257, DE 10 DE JULHO DE 2001;B) NÃO EXISTA SISTEMA DE COLETA E TRATAMENTO DE ESGOTO NA ÁREA OBJETO DA ATIVIDADE.",M,M,NA,727378.17,7022446.14,"Rua Francisco Reis, 1402 - CORDEIROS",88311710,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
30787,da Costa - ME,74569201000140,FCEI cancelado,2021-09-09T09:05:45Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Licença Ambiental de Operação de Correção,47.84.00,"TERMINAL  RODOVIÁRIO  DE  CARGA  ONDE  SE  OBSERVE  PELO  MENOS  UMA  DAS  SEGUINTES CONDIÇÕES:A) NÃO POSSUA PLANO DIRETOR, DE ACORDO COM A LEI FEDERAL Nº 10.257, DE 10 DE JULHO DE 2001;B) NÃO EXISTA SISTEMA DE COLETA E TRATAMENTO DE ESGOTO NA ÁREA OBJETO DA ATIVIDADE.",M,M,NA,727378.17,7022446.14,"Rua Francisco Reis, 1402 - CORDEIROS",88311710,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
30782,Nunes Ltda.,29653780000150,FCEI cancelado,2021-09-09T08:48:16Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Licença Ambiental de Operação de Correção,47.84.00,"TERMINAL  RODOVIÁRIO  DE  CARGA  ONDE  SE  OBSERVE  PELO  MENOS  UMA  DAS  SEGUINTES CONDIÇÕES:A) NÃO POSSUA PLANO DIRETOR, DE ACORDO COM A LEI FEDERAL Nº 10.257, DE 10 DE JULHO DE 2001;B) NÃO EXISTA SISTEMA DE COLETA E TRATAMENTO DE ESGOTO NA ÁREA OBJETO DA ATIVIDADE.",M,M,NA,727378.17,7022446.14,"Rua Francisco Reis, 1402 - CORDEIROS",88311710,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
30768,Fernandes - ME - EI,72148396000120,Documento Assinado Digitalmente,2021-09-08T15:34:23Z,30/09/2021 às 15:37,30/09/2021 às 15:46,CRT/17000,FCEI Cadastrado,Certidão de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,2160720103000000000,722842.8,7017568.47,"Rodovia Antônio Heil, 6250 - Itaipava",88318112,ITAJAI (INIS),2021-09-30
30761,Martins Ltda. e Filhos,50871692000111,FCEI cancelado,2021-09-08T14:56:04Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Declaração de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,2160720103000000000,722842.8,7017568.47,"ROD ANTONIO HEIL , 6250 - ITAJAI",88318112,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
30760,da Costa Novaes e Filhos e Filhos,27864951000165,FCEI cancelado,2021-09-08T14:56:04Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Declaração de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,2160720103000000000,722842.8,7017568.47,"ROD ANTONIO HEIL , 6250 - ITAJAI",88318112,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
30744,Alves - ME - ME,83602574000167,FCEI cancelado,2021-09-08T10:57:55Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Declaração de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,000.000.03.0000.0000.000,734083,7016331,"RUA SUÉCIA, S/N - PRAIA BRAVA DE ITAJAÍ",88306790,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
30743,Alves Nunes S.A. Ltda.,63745180000150,FCEI cancelado,2021-09-08T10:53:05Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Licença Ambiental Prévia com dispensa de Licença Ambiental de Instalação,71.11.01,"CONDOMÍNIOS DE CASAS OU EDIFÍCIOS, ASSIM DEFINIDOS PELA LEGISLAÇÃO ESPECÍFICA, OU EM MUNICÍPIOS ONDE SE OBSERVE PELO MENOS UMA DAS SEGUINTES CONDIÇÕES: A) NÃO POSSUA PLANO DIRETOR; B) NÃO EXISTA SISTEMA DE COLETA E TRATAMENTO DE ESGOTO NA ÁREA OBJETO DA ATIVIDADE",P,M,211.058.01.0614.0000,731194.392,7020439.8313,"Rua José Gall, 95 - Dom Bosco",88307100,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
30732,Rocha - EI S/A,16952840000194,FCEI cancelado,2021-09-07T18:20:43Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Licença Ambiental Prévia com dispensa de Licença Ambiental de Instalação,42.32.10,"COMÉRCIO DE COMBUSTÍVEIS LÍQUIDOS E GASOSOS EM POSTOS DE ABASTECIMENTO, POSTOS DE REVENDA, POSTOS FLUTUANTES E INSTALAÇÕES DE SISTEMA RETALHISTA, COM LAVAGEM E/OU LUBRIFICAÇÃO DE VEÍCULOS",M,M,Matrícula 66.245,725914.2,7018131.46,"Avenida Itaipava, 2500 - Itaipava",88316300,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
30711,Pires Pinto - EI S/A,53681207000135,Relatório de Monitoramento enviado,2021-09-06T15:38:23Z,03/11/2021 às 14:23,03/11/2021 às 14:59,IND/17873,FCEI Cadastrado,Licença Ambiental de Operação de Correção,23.22.00,Fabricação de flocos e grãos (pellets) de material plástico.,P,M,NA,725388.897,7017582.974,"Rodovia Antônio Heil, 3000 - Itaipava",88316000,ITAJAI (INIS),2022-06-24
30688,Silveira Ltda.,08491567000110,Cadastrado(Aguardando Documento Digital),2021-09-05T20:56:04Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cadastrado,Licença Ambiental Prévia com dispensa de Licença Ambiental de Instalação,71.11.07,"CONDOMÍNIOS DE EDIFÍCIOS DE USO MISTO (COMERCIAL, RESIDENCIAL, SERVIÇOS) LOCALIZADOS EM MUNICÍPIOS ONDE SE OBSERVE PELO MENOS UMA DAS SEGUINTES CONDIÇÕES",M,M,NA,732147.51,7021126.96,"RUA JUVENAL GARCIA, 39 - Centro",88302040,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
30674,Ribeiro Mendes Ltda. - EI,74052931000170,Licença concedida,2021-09-03T17:16:12Z,17/01/2022 às 13:26,19/01/2022 às 10:12,URB/19861,FCEI Cadastrado,Licença Ambiental Prévia com dispensa de Licença Ambiental de Instalação,71.11.01,"CONDOMÍNIOS DE CASAS OU EDIFÍCIOS, ASSIM DEFINIDOS PELA LEGISLAÇÃO ESPECÍFICA, OU EM MUNICÍPIOS ONDE SE OBSERVE PELO MENOS UMA DAS SEGUINTES CONDIÇÕES: A) NÃO POSSUA PLANO DIRETOR; B) NÃO EXISTA SISTEMA DE COLETA E TRATAMENTO DE ESGOTO NA ÁREA OBJETO DA ATIVIDADE",M,M,211.014.05.1093,731224.64,7021128.9,"Rua Carlos Seara, 686 - Vila Operária",88303200,ITAJAI (INIS),2022-05-09
30660,Pires S/A,21063894000139,Documento Assinado Digitalmente,2021-09-03T14:06:51Z,08/09/2021 às 16:10,08/09/2021 às 16:17,CRT/16325,FCEI Cadastrado,Certidão de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,NA,729668.612,7023609.957,"Rua Doutor Reinaldo Schmithausen, 407 - Cordeiros",88310000,ITAJAI (INIS),2021-09-09
30650,Souza S.A. S.A.,05364128000158,Documento Assinado Digitalmente,2021-09-03T10:27:21Z,13/09/2021 às 18:36,14/09/2021 às 18:19,CRT/16471,FCEI Cadastrado,Certidão de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,2150340105000000,2256350.2760284413,4296741.667367306,"Rodovia BR-101, 2050 - SALSEIROS",88311600,ITAJAI (INIS),2021-09-16
30625,da Luz Ferreira S.A. Ltda.,91853047000153,FCEI cancelado,2021-09-02T17:20:06Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Licença Ambiental de Instalação,71.11.01,"CONDOMÍNIOS DE CASAS OU EDIFÍCIOS, ASSIM DEFINIDOS PELA LEGISLAÇÃO ESPECÍFICA, OU EM MUNICÍPIOS ONDE SE OBSERVE PELO MENOS UMA DAS SEGUINTES CONDIÇÕES: A) NÃO POSSUA PLANO DIRETOR; B) NÃO EXISTA SISTEMA DE COLETA E TRATAMENTO DE ESGOTO NA ÁREA OBJETO DA ATIVIDADE",P,M,214.163.02.0140,735100,7016030,"RUA CARLOS ALBERTO NIEHUES, 82 - PRAIA BRAVA DE ITAJAÍ",88306835,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
30623,Santos - ME,34261597000140,FCEI cancelado,2021-09-02T17:13:39Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Licença Ambiental de Instalação,71.11.01,"CONDOMÍNIOS DE CASAS OU EDIFÍCIOS, ASSIM DEFINIDOS PELA LEGISLAÇÃO ESPECÍFICA, OU EM MUNICÍPIOS ONDE SE OBSERVE PELO MENOS UMA DAS SEGUINTES CONDIÇÕES: A) NÃO POSSUA PLANO DIRETOR; B) NÃO EXISTA SISTEMA DE COLETA E TRATAMENTO DE ESGOTO NA ÁREA OBJETO DA ATIVIDADE",P,M,214.163.02.0140,735100,7016030,"RUA CARLOS ALBERTO NIEHUES, 82 - PRAIA BRAVA DE ITAJAÍ",88306835,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
30608,Viana - ME,98317025000118,Cadastrado(Aguardando Documento Digital),2021-09-02T13:51:11Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cadastrado,Licença Ambiental Prévia com dispensa de Licença Ambiental de Instalação,71.21.11,CONDOMÍNIO COM FINS INDUSTRIAIS OU DE SERVIÇOS (MULTISSETORIAL),M,G,NA,720809,7015870,"Rodovia Antônio Heil, 8496 - Arraial dos Cunha",88318112,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
30569,Silva S.A.,80395624000194,Documento Assinado Digitalmente,2021-09-01T19:43:45Z,08/09/2021 às 17:00,09/09/2021 às 14:02,CRT/16327,FCEI Cadastrado,Certidão de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,00530202028000000000,728649.4346537209,7021524.311292587,"Rua Professora Erotides da Silva Fontes, 1245 - SAO VICENTE",88309603,ITAJAI (INIS),2021-09-09
30568,Lopes e Filhos,76015239000105,Cadastrado(Aguardando Documento Digital),2021-09-01T19:02:59Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cadastrado,Autorização Ambiental,71.00.00,"SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO DE MÁQUINAS, EQUIPAMENTOS OU VEÍCULOS, COM PINTURA, EXCETO MANUTENÇÃO DE ELETRODOMÉSTICOS",U,M,NA,734237.638,7016526.2366,"Avenida Osvaldo Reis, 3344 - Fazendinha",88306003,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
30565,Aragão Sales e Filhos e Filhos,74921856000136,Licença concedida,2021-09-01T18:06:21Z,22/12/2021 às 18:02,23/12/2021 às 13:29,AGR/19440,FCEI Cadastrado,Certidão de Atividade Não Constante da Resolução CONSEMA,43.20.00,COMÉRCIO ATACADISTA E DEPÓSITOS DE PRODUTOS QUÍMICOS,P,M,203076010160,725614.0709097164,7026545.726099438,"Rua César Augusto Dalsóquio, 3369 - Salseiros",88311528,ITAJAI (INIS),2022-09-02
30564,Cardoso - ME,25609718000100,Documento Assinado Digitalmente,2021-09-01T18:04:09Z,08/09/2021 às 17:14,09/09/2021 às 14:03,CRT/16329,FCEI Cadastrado,Certidão de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,CMC 330748,727650.72,7018060.564,"Rodovia Antônio Heil, 1001 - ITAIPAVA",88316001,ITAJAI (INIS),2021-09-09
30559,Ramos Ltda.,96840257000120,Solicitado documentação complementar,2021-09-01T17:10:23Z,21/10/2021 às 12:05,21/10/2021 às 16:44,RSI/17517,FCEI Cadastrado,Autorização Ambiental,71.30.01,UNIDADE DE RECICLAGEM DE RESÍDUOS CLASSE II B,INDEFINIDO,P,NA,730788.2,7024093.96,"R ARNOLDO LOPES GONZAGA, 155 - BARRA DO RIO",88305570,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
30558,Fogaça S/A,13785920000104,Documento Assinado Digitalmente,2021-09-01T17:06:14Z,08/09/2021 às 17:17,09/09/2021 às 14:04,CRT/16330,FCEI Cadastrado,Certidão de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,202.074.02.0272.0002.000,730148.977,7022238.9397,"JOSE PEREIRA LIBERATO, 1267 - SÃO JOÃO ",88303401,ITAJAI (INIS),2021-09-09
