requerimento,razao_social,cnpj,fase,data_cadastro,data_protocolo,data_equipe,processo,status,tipo_licenca,codigo_consema,descricao_consema,porte,potencial_poluidor,inscr_imob,endereco,cep,data_licenca,grupo_codigo,grupo_processo,grupo_codigo_resumo,geometry,x,y
25142,MOREIRA S/A S.A.,15.496.387/0001-96,Documento Assinado Digitalmente,2021-05-17T15:04:14Z,2021-05-26T16:44:00Z,2021-05-27T14:02:00Z,CRT/13339,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,003.106.02.0820.0000000,"Rua Romualdo Sedrez, 365 - São Vicente",88310-610,2021-05-28,NA,CRT,NA,"c(-5421193.52313227, -3109801.81345671)",728510.6116835754,7023613.571560271
25115,DA CONCEIÇÃO S/A - ME,97.418.530/0001-96,Licença concedida,2021-05-17T10:09:25Z,2021-06-16T13:56:00Z,NA,IND/13836,FCEI Cadastrado,CCA,15.13.00,Unidade de cominuição de madeira,-,P,216.300.02.1500,"Rua João Thomaz Pinto, 2300 - Canhanduba",88313-045,2021-06-16,Atividade Industrial,IND,Industrial,"c(-5421327.21365489, -3119732.94137675)",728231,7014802
25091,PIRES E FILHOS,84.573.192/0001-15,Licença concedida,2021-05-15T10:47:52Z,2021-05-17T17:04:00Z,NA,URB/13078,FCEI Cadastrado,CCA,71.11.01,Condomínios de casas ou edifícios,-,M,215129023500000000,"Rua Domingos Nunes Dos Santos, 1006 - Santa Regina",88317-505,2021-05-17,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5426877.05965513, -3107696.39750588)",723471,7025574
25090,DA MATA E FILHOS,80.293.547/0001-61,Licença concedida,2021-05-15T10:40:10Z,2021-05-17T16:58:00Z,NA,URB/13077,FCEI Cadastrado,CCA,71.11.01,Condomínios de casas ou edifícios,-,M,215.129.02.0350.0000.000,"Rua Domingos Nunes Dos Santos 996, 996 - Santa Regina",88317-505,2021-05-17,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5426878.1795385, -3107696.41749772)",723470,7025574
25075,DA CONCEIÇÃO - EI E FILHOS,42.195.308/0001-80,Documento Assinado Digitalmente,2021-05-14T15:38:26Z,2021-05-25T13:09:00Z,2021-05-27T13:31:00Z,CRT/13291,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,221.091.01.0160.0000.000,"Avenida Vereador Abrahao Joao Francisco, 3100 - Ressacada",88307-302,2021-05-28,NA,CRT,NA,"c(-5418820.68657544, -3114043.48735399)",730559.4165,7019809.697
25074,LOPES CORREIA E FILHOS S.A.,41.268.590/0001-15,Documento Assinado Digitalmente,2021-05-14T15:37:03Z,2021-05-24T14:09:00Z,2021-05-25T10:42:00Z,CRT/13259,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,NA,"Rua Donato Pereira, 93",88306-220,2021-05-26,NA,CRT,NA,"c(-5415020.05740038, -3115078.84691396)",733933.6,7018828.07
25068,GOMES S.A. E FILHOS,56.234.097/0001-51,FCEI cancelado,2021-05-14T14:12:19Z,2021-05-26T13:28:00Z,2021-05-27T13:32:00Z,CRT/13326,Arquivado Outros,DANC,0,Certidão que não possui atividade,-,-,NA,"Avenida Osvaldo Reis, 3585 - Balneario Santa Clara",88306-773,NA,NA,CRT,NA,"c(-5415593.10634207, -3114096.69525692)",733438.5090302182,7019709.264145758
25064,SILVEIRA LTDA. - EI,03.945.862/0001-85,Documento Assinado Digitalmente,2021-05-14T12:17:05Z,2021-05-26T13:33:00Z,2021-05-27T14:01:00Z,URB/13330,FCEI Cadastrado,LAO,71.11.01,Condomínios de casas ou edifícios,M,M,NA,"Rua Maria De Souza Gonçalves, 38 - Itaipava",88316-605,2021-08-27,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5426527.10763816, -3116390.75850557)",723646,7017851
25063,RODRIGUES S.A.,85.170.623/0001-65,Documento Assinado Digitalmente,2021-05-14T11:15:53Z,2021-05-21T14:34:00Z,2021-05-21T16:58:00Z,CRT/13223,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,NA,"Rodovia Br-101, 8925 - Sao Vicente",88312-501,2021-05-28,NA,CRT,NA,"c(-5422346.04595854, -3113129.07950936)",727428.4736,7020678.6467
25002,DA CONCEIÇÃO PORTO S.A. - ME,64.137.592/0001-70,Documento Assinado Digitalmente,2021-05-13T09:43:13Z,2021-05-26T13:33:00Z,2021-05-27T13:54:00Z,URB/13329,FCEI Cadastrado,LAP,71.21.11,Condomínio com fins industriais ou de serviços ,M,G,NA,"Rodovia Antônio Heil, 8496 - Arraial Dos Cunha",88318-112,2021-12-28,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5429667.11346245, -3118679.3264988)",720809,7015870
24988,VIEIRA S.A.,93.401.687/0001-58,Licença concedida,2021-05-12T20:25:08Z,2021-05-20T14:54:00Z,NA,URB/13186,FCEI Cadastrado,CCA,71.11.07,Condomínios de edifícios de uso misto ,-,M,204.161.02.0140.0000.000,"Rua João Fernandes Vieira Júnior, 480 - Fazenda",88302-600,2021-05-20,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5415821.57846498, -3114951.39367322)",733220.5516860515,7018954.490606015
24967,DA CUNHA BARBOSA S/A S.A.,83.596.014/0001-47,Documento Assinado Digitalmente,2021-05-12T16:52:21Z,2021-05-21T17:04:00Z,2021-05-21T17:30:00Z,DIV/13239,FCEI Cadastrado,LAP,47.84.00,Terminal  rodoviário  de  carga  ,P,M,NA,"Rua Pedro João Pinto, S/N - Canhanduba",88313-047,2021-07-12,Terminais de Transporte,DIV,Terminal Rod.,"c(-5420757.52620429, -3120212.16087309)",728731.36,7014367.59
24946,MONTEIRO E FILHOS,72.805.413/0001-54,Documento Assinado Digitalmente,2021-05-12T15:00:38Z,2021-05-12T17:37:00Z,2021-05-13T13:34:00Z,URB/794,FCEI Cadastrado,LAO,71.11.01,Condomínios de casas ou edifícios,P,M,NA,"Rua Dos Jasmins, 149 - Cidade Nova",88308-050,2021-10-04,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5420274.40419768, -3113130.37613684)",729277.07,7020643.89
24934,CAMPOS S/A,78.925.430/0001-01,Documento Assinado Digitalmente,2021-05-12T13:23:11Z,2021-05-19T14:47:00Z,2021-05-19T14:54:00Z,CRT/13149,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,201010040320000000,"Rua Samuel Heusi, 234 - Centro",88301-320,2021-05-19,NA,CRT,NA,"c(-5416788.83513267, -3111434.92442219)",732415.2655,7022091.7104
24933,DA LUZ S.A. E FILHOS,97.064.821/0001-23,Documento Assinado Digitalmente,2021-05-12T12:57:10Z,2021-05-19T14:54:00Z,2021-05-19T14:57:00Z,CRT/13151,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,201010040320000000,"Rua Samuel Heusi, 234 - Centro",88301-320,2021-05-19,NA,CRT,NA,"c(-5416788.83513267, -3111434.92442219)",732415.2655,7022091.7104
24907,FARIAS FREITAS - EI S/A,94.730.128/0001-54,Documento Assinado Digitalmente,2021-05-12T08:37:11Z,2021-07-07T13:23:00Z,2021-07-09T13:17:00Z,URB/14412,FCEI Cadastrado,LAP,71.11.07,Condomínios de edifícios de uso misto ,G,M,204.180.04.1805,"Rua João Cunha, 220 - Fazenda",88302-610,2021-08-24,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5415859.02862759, -3114700.67997797)",733191.27,7019177.62
24878,JESUS S/A,15.364.782/0001-15,Documento Assinado Digitalmente,2021-05-11T15:18:52Z,2021-05-24T18:40:00Z,2021-05-25T10:42:00Z,CRT/13272,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,320843,"Rua Anita Garibaldi, 442 - Centro",88303-020,2021-05-26,NA,CRT,NA,"c(NaN, NaN)",NA,NA
24876,ALVES S.A.,38.427.196/0001-78,Documento Assinado Digitalmente,2021-05-11T15:14:23Z,2021-06-17T13:56:00Z,2021-06-17T15:28:00Z,CRT/13892,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,NA,"R Vereador Abilio Otavio Do Canto, 133 - Ressacada",88307-390,2021-06-17,NA,CRT,NA,"c(-5418424.89607671, -3113966.27384363)",730913.8387073234,7019871.73813355
24847,CUNHA E FILHOS,96.253.147/0001-62,Documento Assinado Digitalmente,2021-05-11T09:57:00Z,2021-05-19T14:57:00Z,2021-05-19T15:07:00Z,CRT/13152,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,21209701014900001000,"Rua David Adao Schmidt, 670 - Nova Brasilia",88305-400,2021-05-19,NA,CRT,NA,"c(-5419924.54946798, -3110360.18241801)",729634.19,7023097.23
24816,PORTO E FILHOS,01.598.327/0001-70,Licença concedida,2021-05-10T18:38:39Z,2021-05-17T14:24:00Z,NA,DIV/13060,FCEI Cadastrado,CCA,47.84.00,Terminal  rodoviário  de  carga  ,-,M,53612,"Rodovia Br-101, 9395 - Cidade Nova",88308-620,2021-05-17,Terminais de Transporte,DIV,Terminal Rod.,"c(-5421896.4584444, -3114163.80713529)",727813,7019753
24743,RIBEIRO MARTINS - EI LTDA.,78.601.492/0001-68,Documento Assinado Digitalmente,2021-05-07T17:32:06Z,2021-05-10T14:54:00Z,2021-05-11T09:45:00Z,CRT/12858,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,211.015.01.0666.0000.000,"Rua Duque De Caxias, 313 - Vila Operaria",88303-230,2021-05-11,NA,CRT,NA,"c(-5418270.2287762, -3112290.55475153)",731079.2086435395,7021356.565138111
24725,GONÇALVES E FILHOS,34.120.879/0001-27,Documento Assinado Digitalmente,2021-05-07T14:16:39Z,2021-08-24T13:33:00Z,2021-08-24T13:51:00Z,DIV/15887,FCEI Cadastrado,LAP_LAI,47.84.00,Terminal  rodoviário  de  carga  ,P,M,215090030650,"Rodovia Jorge Lacerda, 4155 - Espinheiros",88317-900,2022-02-24,Terminais de Transporte,DIV,Terminal Rod.,"c(-5428009.52608859, -3110017.31028477)",722423.65,7023531.33
24705,DA ROSA LTDA. - EI,23.691.045/0001-55,Documento Assinado Digitalmente,2021-05-06T19:34:34Z,2021-05-14T16:34:00Z,2021-05-17T11:12:00Z,URB/13043,FCEI Cadastrado,LAP_LAI,71.11.07,Condomínios de edifícios de uso misto ,G,M,NA,"Lauro Muller, 236 - Centro",88301-400,2021-08-06,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5416323.12942485, -3111883.22851943)",732823.52,7021686.06
24694,DA MATA - EI,87.916.502/0001-45,Licença concedida,2021-05-06T17:13:49Z,2021-05-12T15:14:00Z,NA,IND/12950,FCEI Cadastrado,CCA,11.60.02,Serralheria,-,M,211.069.03.0515.0000.000,"Rua Manoel Joaquim Coelho, 174 - Dom Bosco",88307-090,2021-05-12,Atividade Industrial,IND,Industrial,"c(-5418661.00471668, -3113230.66275254)",730715.152447978,7020528.515145659
24689,RAMOS ALVES - ME E FILHOS,96.243.708/0001-42,Documento Assinado Digitalmente,2021-05-06T16:46:16Z,2021-05-14T18:05:00Z,2021-05-17T10:47:00Z,CRT/13045,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,NA,"Rodovia Jorge Lacerda, 1010 - Espinheiros",88317-100,2021-05-17,NA,CRT,NA,"c(-5424592.8032278, -3109398.94538365)",725483,7024026
24633,FERREIRA E FILHOS - ME,45.012.968/0001-76,Licença concedida,2021-05-05T16:51:54Z,2021-12-08T15:57:00Z,2021-12-09T10:12:00Z,DIV/18958,FCEI Cadastrado,REN_LAO,47.86.00,Terminal retroportuários,G,M,NA,"Av Mario Uriarte, 1457 - Cordeiros",88311-740,2022-10-31,Terminais de Transporte,DIV,Terminal Rod.,"c(-5422704.53548896, -3111080.28890922)",727141.449670899,7022503.037678016
24626,LOPES FREITAS E FILHOS LTDA.,46.207.918/0001-07,Documento Assinado Digitalmente,2021-05-05T15:23:27Z,2021-05-17T16:54:00Z,2021-05-17T17:05:00Z,URB/13075,FCEI Cadastrado,LAO,71.11.01,Condomínios de casas ou edifícios,M,M,ISENTO,"Rua Expedicionario Marquetti, 112 - Fazenda",88301-620,2021-08-24,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5416024.19016992, -3113359.18515352)",733066,7020371
24623,DA ROCHA S.A. LTDA.,58.731.024/0001-09,Documento Assinado Digitalmente,2021-05-05T14:56:48Z,2021-05-13T13:26:00Z,2021-05-13T13:28:00Z,CRT/13007,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,NA,"Rua Samuel Heusi, 463 - Centro",88301-320,2021-05-14,NA,CRT,NA,"c(-5416954.46608913, -3111674.81721672)",732263.51,7021881.49
24597,ALMEIDA S/A - ME,64.730.152/0001-22,Documento Assinado Digitalmente,2021-05-05T10:12:21Z,2021-05-19T15:04:00Z,2021-05-19T15:11:00Z,URB/13153,FCEI Cadastrado,LAP,71.11.07,Condomínios de edifícios de uso misto ,M,M,NA,"Rua Professora Olindina Francisca Da Silva, 105 - Fazenda",88306-100,2021-09-27,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5415536.19498267, -3114477.88560828)",733483,7019370
24561,MARTINS MONTEIRO - EI S.A.,16.749.350/0001-95,Documento Assinado Digitalmente,2021-05-04T16:54:10Z,2021-05-11T15:01:00Z,2021-05-12T13:04:00Z,CRT/12902,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,214.061.05.0317.001.000,"Rodovia Osvaldo Reis, 697 - Fazendinha",88306-001,2021-05-14,NA,CRT,NA,"c(-5415188.94979879, -3114485.41965997)",733792.7150746468,7019357.547644744
24548,LIMA DIAS S.A. S/A,54.263.091/0001-87,Licença concedida,2021-05-04T15:51:26Z,2021-08-26T14:13:00Z,NA,URB/15978,FCEI Cadastrado,CCA,71.11.01,Condomínios de casas ou edifícios,-,M,NA,"Rua Leopoldo Zarling, 45 - Ressacada",88307-440,2021-08-26,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5418177.24362178, -3114995.74732774)",731118,7018954
24542,DA CONCEIÇÃO S/A - EI,81.357.409/0001-61,Relatório de Monitoramento enviado,2021-05-04T15:12:08Z,2021-10-27T13:19:00Z,2021-10-27T18:03:00Z,PAB/17740,FCEI Cadastrado,REN_LAO,42.32.10,Comércio de combustíveis líquidos e gasosos em postos de abastecimento,P,M,NA,"Rodovia Br 101,  - Canhanduba",88313-000,2023-04-03,Comércio Varejista e Atacadista,PAB,Posto de Abast.,"c(-5419925.42193339, -3116734.06252169)",729530,7017440
24506,DA CRUZ NOVAES - EI E FILHOS,42.971.630/0001-53,Documento Assinado Digitalmente,2021-05-04T08:56:51Z,2021-05-18T13:54:00Z,2021-05-19T14:53:00Z,CRT/13106,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,21072020500013,"Avenida Vereador Abrahão João Francisco, 4000 - Ressacada",88307-302,2021-05-19,NA,CRT,NA,"c(-5419872.60177458, -3114873.39924788)",729607.33,7019090.34
24505,CARDOSO - EI,45.120.973/0001-00,Documento Assinado Digitalmente,2021-05-04T08:51:25Z,2021-05-14T15:05:00Z,2021-05-17T10:46:00Z,CRT/13037,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,NA,"Rua José Gall, 1115 - Dom Bosco",88307-101,2021-05-17,NA,CRT,NA,"c(-5419186.5226901, -3114213.89929157)",730230.21,7019664.44
24482,OLIVEIRA - ME - ME,51.367.820/0001-57,Documento Assinado Digitalmente,2021-05-03T16:27:46Z,2021-06-10T17:02:00Z,2021-06-10T19:06:00Z,URB/13708,FCEI Cadastrado,LAP_LAI,71.11.06,Condomínios comerciais horizontais ou verticais localizados em municípios da zona costeira,M,P,NA,"Rua Marcos Antônio Da Cunha , 251 - Arraial Dos Cunhas",88319-899,2022-02-24,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5429883.45303962, -3119252.99936364)",720607.076,7015364.436
24454,CAMPOS - EI S.A.,34.278.610/0001-73,Licença concedida,2021-05-03T11:27:18Z,2021-05-05T18:21:00Z,NA,IND/12771,FCEI Cadastrado,CCA,11.60.02,Serralheria,-,M,NA,"Av Doutor Reinaldo Schmithausen, 2422 - Cordeiros",88311-480,2021-05-05,Atividade Industrial,IND,Industrial,"c(-5422009.21585696, -3109463.6523292)",727788,7023927
24453,AZEVEDO DA LUZ S/A S.A.,01.657.942/0001-00,Documento Assinado Digitalmente,2021-05-03T11:06:00Z,2021-05-21T17:00:00Z,2021-05-21T17:26:00Z,CRT/13238,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,202.076.01.0535.0000.000,"Rua Conceição, 285 - São João",88304-220,2021-05-21,NA,CRT,NA,"c(-5418916.95048992, -3111370.79422421)",730517.0458856127,7022183.616024096
24452,CALDEIRA S.A. E FILHOS,45.901.827/0001-04,Documento Assinado Digitalmente,2021-05-03T10:49:44Z,2021-05-06T15:11:00Z,2021-05-07T14:56:00Z,CRT/12798,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,005.048.04.0380.0000.000,"Rua Felix Malburg, 389 - Sao Vicente",88309-330,2021-05-10,NA,CRT,NA,"c(-5420411.83079454, -3111835.47236095)",729175.4022,7021795.5249
24432,RAMOS ARAÚJO S.A. - ME,14.578.623/0001-50,Licença concedida,2021-05-02T05:48:02Z,2021-05-13T17:30:00Z,NA,IND/13014,FCEI Cadastrado,CCA,23.21.00,Fabricação de artigos de material plástico ,-,M,003.160.02.2250.0000.000,"Rua Rosa Orli Dalçoquio  , 464 - Cordeiros",88311-720,2021-05-13,Atividade Industrial,IND,Industrial,"c(-5422718.9273719, -3110311.21879219)",727140.94,7023186
24388,MONTEIRO - EI,04.513.792/0001-59,Licença concedida,2021-04-30T10:49:25Z,2021-05-05T18:26:00Z,NA,URB/12772,FCEI Cadastrado,CCA,71.11.01,Condomínios de casas ou edifícios,-,M,214121010240,"Av. José Medeiros Vieira, 1752 - Praia Brava",88306-843,2021-05-05,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5413438.11842693, -3117330.04518831)",735307.61,7016803.92
24386,LOPES ROCHA - ME S/A,14.809.762/0001-48,Documento Assinado Digitalmente,2021-04-30T10:19:18Z,2021-05-03T15:16:00Z,2021-05-03T18:21:00Z,CRT/12671,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,NA,"Rua Blumenau, 1868",88305-102,2021-05-04,NA,CRT,NA,"c(-5418753.36552091, -3109642.9788777)",730691.182317,7023714.82237
24365,AZEVEDO DA LUZ S.A. S/A,61.952.307/0001-87,Licença concedida,2021-04-29T16:11:07Z,2021-05-05T17:40:00Z,NA,URB/12769,FCEI Cadastrado,CCA,71.11.01,Condomínios de casas ou edifícios,-,M,215.108.04.0260.0000.000,"Avenida Paulo Cantidio Da Silva, 730 - Santa Regina",88317-500,2021-05-05,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5426635.59907875, -3108454.61922068)",723674.577662392,7024896.957462835
24359,PORTO - EI,81.372.695/0001-34,Licença concedida,2021-04-29T15:37:59Z,2021-05-05T18:16:00Z,NA,URB/12770,FCEI Cadastrado,CCA,71.11.01,Condomínios de casas ou edifícios,-,M,203.133.01.0020.0000.000,"Rua Antônia Gums Baumgartner, 872 - Murta",88311-328,2021-05-05,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5421376.08709718, -3108182.79962978)",728373.7578817522,7025053.964626387
24326,MELO MONTEIRO - ME S/A,73.609.812/0001-02,Licença concedida,2021-04-29T11:22:35Z,2021-05-06T13:42:00Z,NA,URB/12795,FCEI Cadastrado,CCA,71.11.01,Condomínios de casas ou edifícios,-,M,003.032.02.0250.0000.000,"Rua São Cristóvão, 1239 - Cordeiros",88310-161,2021-05-06,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5420482.63686405, -3110351.26202205)",729136.2286532045,7023114.236464102
24325,CARDOSO - ME,70.168.342/0001-09,Relatório de Monitoramento enviado,2021-04-29T11:17:03Z,2021-05-25T18:19:00Z,2021-05-27T13:30:00Z,URB/13308,FCEI Cadastrado,LAP_LAI,71.11.00,Parcelamento de solo urbano,G,M,215.079.02.2000,"Rua Francisco Pontiolli, Sn - Salseiros",88311-548,2022-05-27,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5425204.31192138, -3107638.62105185)",724965.1311,7025598.6976
24313,AZEVEDO PEIXOTO LTDA. - EI,37.608.514/0001-34,Documento Assinado Digitalmente,2021-04-29T09:02:50Z,2021-05-07T14:16:00Z,2021-05-07T15:04:00Z,CRT/12835,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,NA,"Rua Francisco Boaventura Da Silva, 18 - Rio Do Meio",88316-076,2021-05-07,NA,CRT,NA,"c(-5422540.26593067, -3116749.13383695)",727197.012,7017469.088
24295,SILVEIRA DA MATA - ME - EI,72.043.856/0001-55,Documento Assinado Digitalmente,2021-04-28T18:09:57Z,2021-04-30T17:05:00Z,2021-05-03T18:20:00Z,CRT/12626,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,NA,"Rodovia Jorge Lacerda, 1235 - Centro",88317-100,2021-05-04,NA,CRT,NA,"c(-5424938.84130971, -3109470.50745169)",725173,7023968
24281,ALVES DIAS - EI - EI,38.547.920/0001-05,Documento Assinado Digitalmente,2021-04-28T16:15:04Z,2021-05-14T15:28:00Z,2021-05-17T11:10:00Z,URB/13038,FCEI Cadastrado,LAI,71.11.01,Condomínios de casas ou edifícios,P,M,214.104.01.0036.0000.000,"Rua Conselheiro Julio Kumm, 536 - Praia Brava De Itajaí",88306-823,2021-10-15,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5413968.31354661, -3117608.16140724)",734830,7016566
24275,PIRES - EI LTDA.,84.071.235/0001-64,Documento Assinado Digitalmente,2021-04-28T15:38:47Z,2021-06-09T14:54:00Z,2021-06-10T18:57:00Z,CRT/13659,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,212.086.02.0072,"Rua Expedicionário Aleixo Maba, 199 - Barra Do Rio",88305-360,2021-06-11,NA,CRT,NA,"c(-5419440.24448146, -3109790.6326062)",730075.6954,7023594.9654
24265,SILVA - ME,79.380.624/0001-31,Documento Assinado Digitalmente,2021-04-28T14:39:33Z,2021-04-29T16:22:00Z,2021-04-30T16:30:00Z,CRT/12588,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,NA,"Av Governador Adolfo Konder, 1905 - Cidade Nova",88308-005,2021-04-30,NA,CRT,NA,"c(-5421488.81625465, -3113016.06566333)",728195.238,7020765.084
24243,DIAS E FILHOS S/A,59.417.682/0001-85,Licença concedida,2021-04-28T09:55:00Z,2021-11-25T13:35:00Z,2021-11-25T16:07:00Z,DIV/18545,FCEI Cadastrado,AUA,43.01.00,Comércio atacadista e/ou depósitos de produtos extrativos de origem mineral em bruto,INDEFINIDO,P,NA,"Rua José Rosa, 1300 - Cordeiros",88310-641,2022-07-14,Comércio Varejista e Atacadista,DIV,Posto de Abast.,"c(-5421650.80038394, -3110948.50089705)",728084,7022603
24205,SILVEIRA SILVA S.A. E FILHOS,38.975.216/0001-45,Licença concedida,2021-04-27T16:23:43Z,2021-08-23T13:14:00Z,2021-08-24T13:47:00Z,IND/750,FCEI Cadastrado,REN_LAO,23.21.00,Fabricação de artigos de material plástico ,G,M,NA,"Rua Edmundo Leopoldo Merízio, 320 - Limoeiro",88318-996,2022-09-20,Atividade Industrial,IND,Industrial,"c(NaN, NaN)",NA,NA
24175,TEIXEIRA - EI E FILHOS,04.279.613/0001-60,Documento Assinado Digitalmente,2021-04-27T14:06:58Z,2021-04-29T16:21:00Z,2021-04-30T16:29:00Z,CRT/12587,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,2110580204700000000,"Rua Lico Amaral, 335 - Dom Bosco",88307-010,2021-05-07,NA,CRT,NA,"c(-5418253.08196965, -3113169.98505609)",731080.152,7020575.681
24171,DA COSTA S.A.,16.978.032/0001-04,Documento Assinado Digitalmente,2021-04-27T13:40:53Z,2021-04-30T15:16:00Z,2021-04-30T16:29:00Z,CRT/12623,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,0051950123000013000,"Rodovia Br-101, Km 121, 8501 - São Vicente",88312-500,2021-04-30,NA,CRT,NA,"c(-5422382.30461001, -3113013.84865779)",727397.97,7020781.51
24158,REZENDE - ME,29.546.087/0001-89,Relatório de Monitoramento enviado,2021-04-27T10:33:26Z,2021-05-14T16:22:00Z,2021-05-17T11:00:00Z,DIV/13040,FCEI Cadastrado,REN_LAO,47.84.00,Terminal  rodoviário  de  carga  ,G,M,NA,"Rodovia Deputado Antônio Heil, 3400 - Itaipava",88316-003,2021-10-08,Terminais de Transporte,DIV,Terminal Rod.,"c(-5425106.47412696, -3116666.12019804)",724909,7017584
24143,ARAGÃO ROCHA S.A. E FILHOS,93.062.784/0001-63,Documento Assinado Digitalmente,2021-04-27T08:26:29Z,2021-09-09T14:17:00Z,2021-09-09T14:38:00Z,URB/16369,FCEI Cadastrado,LAP_LAI,71.11.07,Condomínios de edifícios de uso misto ,M,M,201.073.03.1174 ; 201.073.03.1150,"Rua Juvenal Garcia , 400; 420 - Centro ",88302-040,2021-11-16,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5417433.04870949, -3112798.26543946)",731818,7020892.14
24141,FARIAS S.A. - EI,91.302.586/0001-02,Licença concedida,2021-04-26T22:19:25Z,2021-04-27T18:40:00Z,NA,IND/12515,FCEI Cadastrado,CCA,16.50.00,Fabricação e acabamento de artigos diversos do mobiliário,-,M,202.043.01.0348.0000.000,"Rua Blumenau, 1077 - São João",88305-103,2021-04-27,Atividade Industrial,IND,Industrial,"c(-5418321.14631129, -3110359.5001689)",731065.280659346,7023071.617695907
